"","genus_species","Family","mating_system"
"651","Boechera stricta","Brassicaceae","sc"
"652","Bombax ceiba","Malvaceae","si"
"654","Borago officinalis","Boraginaceae","sc"
"655","Borrichia frutescens","Asteraceae","si"
"656","Boswellia papyrifera","Burseraceae","si"
"657","Bothriochloa biloba","Poaceae","sc"
"658","Bothriochloa macra","Poaceae","sc"
"659","Bowdichia virgilioides","Fabaceae","sc"
"661","Brachyachne ciliaris","Poaceae","sc"
"662","Brachyscome muelleri","Asteraceae","sc"
"663","Brandisia hancei","Orobanchaceae","sc"
"664","Brassica aucheri","Brassicaceae","si"
"665","Brassica bourgeaui","Brassicaceae","sc"
"666","Brassica carinata","Brassicaceae","sc"
"667","Brassica cretica","Brassicaceae","si"
"668","Brassica deflexa","Brassicaceae","si"
"669","Brassica desnottesii","Brassicaceae","si"
"670","Brassica elongata","Brassicaceae","si"
"671","Brassica fruticulosa","Brassicaceae","si"
"672","Brassica gravinae","Brassicaceae","si"
"673","Brassica incana","Brassicaceae","si"
"674","Brassica insularis","Brassicaceae","si"
"675","Brassica juncea","Brassicaceae","sc"
"676","Brassica macrocarpa","Brassicaceae","si"
"677","Brassica maurorum","Brassicaceae","si"
"678","Brassica napus","Brassicaceae","sc"
"679","Brassica nigra","Brassicaceae","si"
"680","Brassica oleracea","Brassicaceae","si"
"681","Brassica oxyrrhina","Brassicaceae","sc"
"682","Brassica rapa","Brassicaceae","si"
"684","Brassica repanda","Brassicaceae","si"
"685","Brassica rupestris","Brassicaceae","si"
"687","Brassica souliei","Brassicaceae","si"
"688","Brassica spinescens","Brassicaceae","si"
"689","Braya fernaldii","Brassicaceae","sc"
"690","Braya glabella","Brassicaceae","sc"
"691","Braya longii","Brassicaceae","sc"
"692","Bredemeyera floribunda","Polygalaceae","si"
"693","Brighamia insignis","Campanulaceae","si"
"694","Briza media","Poaceae","si"
"695","Bromus inermis","Poaceae","si"
"696","Bromus rubens","Poaceae","sc"
"697","Bromus tectorum","Poaceae","sc"
"698","Browallia americana","Solanaceae","sc"
"699","Brugmansia aurea","Solanaceae","si"
"700","Brugmansia sanguinea","Solanaceae","si"
"701","Brugmansia suaveolens","Solanaceae","si"
"702","Brugmansia versicolor","Solanaceae","si"
"703","Brunfelsia americana","Solanaceae","si"
"704","Brunfelsia densifolia","Solanaceae","si"
"705","Brunfelsia dwyeri","Solanaceae","si"
"706","Brunfelsia latifolia","Solanaceae","si"
"707","Brunfelsia nitida","Solanaceae","si"
"708","Brunfelsia pauciflora","Solanaceae","si"
"709","Buddleja crispa","Scrophulariaceae","sc"
"710","Buddleja macrostachya","Scrophulariaceae","sc"
"711","Buddleja speciosissima","Scrophulariaceae","sc"
"712","Bulbine vagans","Asphodelaceae","sc"
"713","Bulbophyllum bicolor","Orchidaceae","si"
"714","Bunias orientalis","Brassicaceae","sc"
"715","Butea monosperma","Fabaceae","sc"
"716","Butia eriospatha","Arecaceae","sc"
"717","Byrsonima crassifolia","Malpighiaceae","na"
"718","Byrsonima intermedia","Malpighiaceae","sc"
"719","Byrsonima pachyphylla","Malpighiaceae","si"
"720","Byrsonima sericea","Malpighiaceae","sc"
"721","Byrsonima umbellata","Malpighiaceae","si"
"722","Cabralea canjerana","Meliaceae","si"
"723","Caesalpinia bahamensis","Fabaceae","si"
"724","Caesalpinia crista","Fabaceae","si"
"727","Caesalpinia eriostachys","Fabaceae","si"
"728","Caesalpinia pulcherrima","Fabaceae","sc"
"729","Cajanus cajan","Fabaceae","sc"
"731","Cajanus scarabaeoides","Fabaceae","sc"
"735","Cakile arabica","Brassicaceae","si"
"736","Cakile arctica","Brassicaceae","si"
"737","Cakile constricta","Brassicaceae","na"
"738","Cakile edentula","Brassicaceae","sc"
"744","Cakile geniculata","Brassicaceae","sc"
"745","Cakile maritima","Brassicaceae","si"
"747","Caladium bicolor","Araceae","na"
"748","Calamagrostis canadensis","Poaceae","sc"
"749","Calathea micans","Marantaceae","sc"
"750","Calceolaria arachnoidea","Calceolariaceae","sc"
"751","Calceolaria integrifolia","Calceolariaceae","sc"
"752","Calceolaria lanigera","Calceolariaceae","sc"
"753","Calceolaria polifolia","Calceolariaceae","si"
"754","Calceolaria purpurea","Calceolariaceae","si"
"755","Calendula arvensis","Asteraceae","sc"
"758","Calendula pachysperma","Asteraceae","sc"
"759","Calendula palaestina","Asteraceae","sc"
"760","Calendula tripterocarpa","Asteraceae","sc"
"761","Calepina irregularis","Brassicaceae","sc"
"762","Calibrachoa caesia","Solanaceae","si"
"763","Calibrachoa dusenii","Solanaceae","si"
"764","Calibrachoa eglandulata","Solanaceae","si"
"765","Calibrachoa elegans","Solanaceae","si"
"766","Calibrachoa ericifolia","Solanaceae","si"
"767","Calibrachoa excellens","Solanaceae","si"
"768","Calibrachoa heterophylla","Solanaceae","si"
"769","Calibrachoa linoides","Solanaceae","si"
"771","Calibrachoa micrantha","Solanaceae","si"
"772","Calibrachoa parviflora","Solanaceae","sc"
"773","Calibrachoa pubescens","Solanaceae","si"
"774","Calibrachoa pygmea","Solanaceae","si"
"775","Calibrachoa sellowiana","Solanaceae","si"
"776","Calibrachoa sendtneriana","Solanaceae","si"
"777","Calibrachoa serrulata","Solanaceae","si"
"778","Calibrachoa thymifolia","Solanaceae","si"
"780","Calliandra eriophylla","Fabaceae","si"
"781","Calliandra haematocephala","Fabaceae","na"
"782","Calliandra haematomma","Fabaceae","sc"
"783","Calliandra laxa","Fabaceae","si"
"784","Calliandra pakaraimensis","Fabaceae","sc"
"785","Calliandra riparia","Fabaceae","si"
"786","Calligonum mongolicum","Polygonaceae","sc"
"787","Callistephus chinensis","Asteraceae","sc"
"789","Calluna vulgaris","Ericaceae","si"
"790","Calolisianthus pendulus","Gentianaceae","sc"
"791","Calopogonium galactioides","Fabaceae","sc"
"792","Calopogonium mucunoides","Fabaceae","sc"
"793","Calotis cuneifolia","Asteraceae","si"
"794","Calotropis procera","Apocynaceae","sc"
"795","Caltha palustris","Ranunculaceae","si"
"796","Calycadenia fremontii","Asteraceae","si"
"797","Calycadenia hooveri","Asteraceae","sc"
"798","Calycadenia micrantha","Asteraceae","sc"
"799","Calycadenia multiglandulosa","Asteraceae","si"
"800","Calycadenia oppositifolia","Asteraceae","si"
"801","Calycadenia pauciflora","Asteraceae","si"
"802","Calycadenia spicata","Asteraceae","si"
"803","Calydorea alba","Iridaceae","si"
"804","Calyptochloa cylindrosperma","Poaceae","sc"
"805","Calyptochloa gracillima","Poaceae","sc"
"806","Calyptochloa johnsoniana","Poaceae","sc"
"807","Camelina microcarpa","Brassicaceae","sc"
"808","Camelina sativa","Brassicaceae","sc"
"809","Camellia japonica","Theaceae","si"
"810","Camellia oleifera","Theaceae","si"
"811","Camellia pubipetala","Theaceae","si"
"812","Camissonia benitensis","Onagraceae","sc"
"813","Camissonia campestris","Onagraceae","si"
"814","Camissonia contorta","Onagraceae","sc"
"816","Camissonia kernensis","Onagraceae","si"
"817","Camissonia strigulosa","Onagraceae","sc"
"818","Camissoniopsis bistorta","Onagraceae","si"
"819","Camissoniopsis cheiranthifolia","Onagraceae","na"
"820","Campanula americana","Campanulaceae","sc"
"821","Campanula barbata","Campanulaceae","si"
"822","Campanula medium","Campanulaceae","si"
"823","Campanula patula","Campanulaceae","si"
"824","Campanula punctata","Campanulaceae","sc"
"825","Campanula rapunculoides","Campanulaceae","sc"
"826","Campanula rapunculus","Campanulaceae","sc"
"827","Campanula rotundifolia","Campanulaceae","sc"
"828","Campanula sabatia","Campanulaceae","si"
"829","Campanula serrata","Campanulaceae","si"
"830","Campanula thyrsoides","Campanulaceae","si"
"831","Campomanesia phaea","Myrtaceae","si"
"832","Campomanesia pubescens","Myrtaceae","sc"
"833","Campsis radicans","Bignoniaceae","si"
"835","Canarina canariensis","Campanulaceae","sc"
"836","Canavalia ensiformis","Fabaceae","sc"
"838","Canavalia gladiata","Fabaceae","si"
"839","Canavalia plagiosperma","Fabaceae","sc"
"840","Canavalia rosea","Fabaceae","si"
"841","Capsella bursa-pastoris","Brassicaceae","sc"
"845","Capsella grandiflora","Brassicaceae","si"
"846","Capsella orientalis","Brassicaceae","sc"
"847","Capsella rubella","Brassicaceae","sc"
"848","Capsicum annuum","Solanaceae","sc"
"849","Capsicum baccatum","Solanaceae","sc"
"854","Capsicum chacoense","Solanaceae","sc"
"855","Capsicum chinense","Solanaceae","sc"
"856","Capsicum flexuosum","Solanaceae","sc"
"857","Capsicum frutescens","Solanaceae","sc"
"859","Capsicum galapagoensis","Solanaceae","sc"
"860","Capsicum lanceolatum","Solanaceae","sc"
"861","Capsicum parvifolium","Solanaceae","sc"
"862","Capsicum rhomboideum","Solanaceae","sc"
"863","Capsicum tovarii","Solanaceae","sc"
"864","Capsicum villosum","Solanaceae","sc"
"865","Caragana arborescens","Fabaceae","sc"
"866","Caragana korshinskii","Fabaceae","sc"
"867","Caragana microphylla","Fabaceae","sc"
"868","Caragana pygmaea","Fabaceae","si"
"870","Caragana spinosa","Fabaceae","si"
"872","Carapa guianensis","Meliaceae","si"
"873","Carapa procera","Meliaceae","sc"
"874","Cardamine amara","Brassicaceae","na"
"875","Cardamine angustata","Brassicaceae","sc"
"876","Cardamine bellidifolia","Brassicaceae","sc"
"877","Cardamine bulbifera","Brassicaceae","si"
"878","Cardamine chenopodiifolia","Brassicaceae","sc"
"880","Cardamine concatenata","Brassicaceae","sc"
"881","Cardamine corymbosa","Brassicaceae","sc"
"882","Cardamine flexuosa","Brassicaceae","sc"
"885","Cardamine glacialis","Brassicaceae","sc"
"886","Cardamine heptaphylla","Brassicaceae","si"
"887","Cardamine hirsuta","Brassicaceae","sc"
"888","Cardamine impatiens","Brassicaceae","sc"
"889","Cardamine lyrata","Brassicaceae","si"
"890","Cardamine macrophylla","Brassicaceae","si"
"892","Cardamine pratensis","Brassicaceae","si"
"893","Cardamine quinquefolia","Brassicaceae","si"
"894","Cardamine scutata","Brassicaceae","sc"
"895","Cardamine tenuirostris","Brassicaceae","si"
"896","Cardiocrinum cordatum","Liliaceae","sc"
"898","Carduus acanthoides","Asteraceae","sc"
"901","Carduus nutans","Asteraceae","sc"
"902","Carduus pycnocephalus","Asteraceae","sc"
"903","Carduus tenuiflorus","Asteraceae","sc"
"904","Carex firma","Cyperaceae","si"
"905","Carex laxiflora","Cyperaceae","sc"
"906","Carex nigra","Cyperaceae","sc"
"907","Carex plantaginea","Cyperaceae","sc"
"908","Carex scabrata","Cyperaceae","sc"
"909","Carex sempervirens","Cyperaceae","si"
"910","Carlquistia muirii","Asteraceae","si"
"911","Carmichaelia williamsii","Fabaceae","sc"
"912","Carnegiea gigantea","Cactaceae","si"
"913","Carpentaria acuminata","Arecaceae","sc"
"914","Carphephorus bellidifolius","Asteraceae","si"
"915","Carramboa badilloi","Asteraceae","si"
"916","Carrichtera annua","Brassicaceae","sc"
"917","Carthamus creticus","Asteraceae","sc"
"919","Carthamus curdicus","Asteraceae","sc"
"920","Carthamus dentatus","Asteraceae","sc"
"921","Carthamus divaricatus","Asteraceae","si"
"922","Carthamus gypsicola","Asteraceae","sc"
"923","Carthamus lanatus","Asteraceae","sc"
"924","Carthamus leucocaulos","Asteraceae","sc"
"926","Carthamus nitidus","Asteraceae","sc"
"927","Carthamus palaestinus","Asteraceae","sc"
"929","Carthamus persicus","Asteraceae","si"
"931","Carthamus tenuis","Asteraceae","sc"
"932","Carthamus turkestanicus","Asteraceae","sc"
"933","Carya illinoinensis","Juglandaceae","si"
"934","Caryocar brasiliense","Caryocaraceae","na"
"935","Caryocar villosum","Caryocaraceae","na"
"936","Casearia hirsuta","Salicaceae","na"
"937","Casearia mollis","Salicaceae","na"
"938","Casearia sylvestris","Salicaceae","na"
"939","Cassia moschata","Fabaceae","si"
"940","Castanea pumila","Fagaceae","si"
"941","Castanea sativa","Fagaceae","si"
"942","Castanopsis carlesii","Fagaceae","si"
"943","Castanopsis eyrei","Fagaceae","si"
"944","Castanopsis fargesii","Fagaceae","si"
"945","Castilleja coccinea","Orobanchaceae","sc"
"947","Casuarina cunninghamiana","Casuarinaceae","si"
"948","Catananche lutea","Asteraceae","sc"
"949","Cavanillesia platanifolia","Malvaceae","sc"
"950","Cayaponia racemosa","Cucurbitaceae","na"
"951","Cecropia obtusifolia","Urticaceae","na"
"952","Cecropia pachystachya","Urticaceae","si"
"953","Cedrela odorata","Meliaceae","si"
"954","Ceiba chodatii","Malvaceae","si"
"955","Ceiba pentandra","Malvaceae","na"
"956","Cenchrus ciliaris","Poaceae","na"
"957","Centaurea amaena","Asteraceae","sc"
"958","Centaurea aspera","Asteraceae","na"
"959","Centaurea borjae","Asteraceae","si"
"960","Centaurea corymbosa","Asteraceae","si"
"961","Centaurea cyanus","Asteraceae","na"
"963","Centaurea jacea","Asteraceae","si"
"964","Centaurea melitensis","Asteraceae","sc"
"965","Centaurea montana","Asteraceae","si"
"966","Centaurea nigra","Asteraceae","si"
"967","Centaurea scabiosa","Asteraceae","si"
"969","Centaurea solstitialis","Asteraceae","na"
"971","Centaurea stoebe","Asteraceae","si"
"972","Centaurea sulphurea","Asteraceae","sc"
"973","Centaurea tchihatcheffii","Asteraceae","sc"
"974","Centaurium erythraea","Gentianaceae","sc"
"975","Centaurium littorale","Gentianaceae","sc"
"976","Centrolobium tomentosum","Fabaceae","sc"
"977","Centromadia pungens","Asteraceae","si"
"978","Centrosema angustifolium","Fabaceae","sc"
"979","Centrosema arenicola","Fabaceae","sc"
"980","Centrosema bracteosum","Fabaceae","sc"
"981","Centrosema brasilianum","Fabaceae","sc"
"982","Centrosema grandiflorum","Fabaceae","sc"
"983","Centrosema grazielae","Fabaceae","sc"
"984","Centrosema pascuorum","Fabaceae","sc"
"986","Centrosema plumieri","Fabaceae","sc"
"987","Centrosema pubescens","Fabaceae","na"
"989","Centrosema rotundifolium","Fabaceae","sc"
"990","Centrosema sagittatum","Fabaceae","sc"
"992","Centrosema schottii","Fabaceae","sc"
"993","Centrosema tetragonolobum","Fabaceae","sc"
"994","Centrosema venosum","Fabaceae","sc"
"995","Centrosema vexillatum","Fabaceae","sc"
"996","Centrosema virginianum","Fabaceae","sc"
"997","Cephalanthera erecta","Orchidaceae","sc"
"998","Cephalanthera falcata","Orchidaceae","na"
"999","Cephalanthera longibracteata","Orchidaceae","sc"
"1000","Cephalanthera rubra","Orchidaceae","sc"
"1001","Cerastium dicrotrichum","Caryophyllaceae","sc"
"1002","Cerastium uniflorum","Caryophyllaceae","si"
"1003","Ceratonia oreothauma","Fabaceae","si"
"1004","Ceratonia siliqua","Fabaceae","si"
"1005","Ceratostigma willmottianum","Plumbaginaceae","sc"
"1006","Cercidiphyllum japonicum","Cercidiphyllaceae","si"
"1008","Cercidium floridum","Fabaceae","si"
"1009","Cercis canadensis","Fabaceae","si"
"1010","Cestrum alternifolium","Solanaceae","na"
"1011","Cestrum aurantiacum","Solanaceae","sc"
"1012","Cestrum bigibbosum","Solanaceae","sc"
"1013","Cestrum fasciculatum","Solanaceae","sc"
"1014","Cestrum microcalyx","Solanaceae","si"
"1015","Cestrum nocturnum","Solanaceae","sc"
"1016","Cestrum parqui","Solanaceae","si"
"1017","Cestrum potaliifolium","Solanaceae","si"
"1018","Cestrum salicifolium","Solanaceae","si"
"1019","Chaenactis douglasii","Asteraceae","sc"
"1020","Chaetanthera euphrasioides","Asteraceae","sc"
"1021","Chaetanthera moenchioides","Asteraceae","sc"
"1022","Chaetostoma glaziovii","Melastomataceae","si"
"1023","Chamaecrista absus","Fabaceae","sc"
"1025","Chamaecrista amiciella","Fabaceae","sc"
"1026","Chamaecrista blanchetti","Fabaceae","sc"
"1027","Chamaecrista calycioides","Fabaceae","sc"
"1028","Chamaecrista chapadae","Fabaceae","sc"
"1029","Chamaecrista cultrifolia","Fabaceae","na"
"1030","Chamaecrista cytisoides","Fabaceae","sc"
"1031","Chamaecrista desvauxii","Fabaceae","sc"
"1032","Chamaecrista diphylla","Fabaceae","sc"
"1033","Chamaecrista fagonioides","Fabaceae","sc"
"1034","Chamaecrista fasciculata","Fabaceae","na"
"1037","Chamaecrista flexuosa","Fabaceae","sc"
"1038","Chamaecrista glaucofilix","Fabaceae","sc"
"1039","Chamaecrista hispidula","Fabaceae","sc"
"1040","Chamaecrista kunthiana","Fabaceae","sc"
"1042","Chamaecrista mimosoides","Fabaceae","sc"
"1043","Chamaecrista nictitans","Fabaceae","si"
"1047","Chamaecrista pascuorum","Fabaceae","sc"
"1048","Chamaecrista pilosa","Fabaceae","sc"
"1049","Chamaecrista ramosa","Fabaceae","sc"
"1050","Chamaecrista rotundifolia","Fabaceae","sc"
"1051","Chamaecrista serpens","Fabaceae","sc"
"1052","Chamaecrista viscosa","Fabaceae","sc"
"1053","Chamaecrista wallichiana","Fabaceae","sc"
"1054","Cheirolophus metlesicsii","Asteraceae","si"
"1055","Chiliotrichum diffusum","Asteraceae","si"
"1057","Chloris pectinata","Poaceae","sc"
"1058","Chloris ventricosa","Poaceae","sc"
"1059","Chondrilla ambigua","Asteraceae","si"
"1061","Chorispora purpurascens","Brassicaceae","si"
"1062","Chromolaena glaberrima","Asteraceae","si"
"1063","Chromolaena odorata","Asteraceae","na"
"1064","Chrysanthemum indicum","Asteraceae","si"
"1065","Chrysanthemum ornatum","Asteraceae","si"
"1066","Chrysanthemum segetum","Asteraceae","si"
"1067","Chuquiraga avellanedae","Asteraceae","si"
"1068","Chuquiraga oppositifolia","Asteraceae","si"
"1070","Chylismia arenaria","Onagraceae","sc"
"1071","Chylismia claviformis","Onagraceae","si"
"1072","Chylismiella pterosperma","Onagraceae","sc"
"1073","Cicer arietinum","Fabaceae","sc"
"1074","Cichorium intybus","Asteraceae","si"
"1075","Cienfuegosia yucatanensis","Malvaceae","sc"
"1076","Cineraria erodioides","Asteraceae","si"
"1077","Circaea alpina","Onagraceae","sc"
"1078","Circaea cordata","Onagraceae","sc"
"1079","Circaea erubescens","Onagraceae","sc"
"1080","Circaea glabrescens","Onagraceae","sc"
"1081","Circaea lutetiana","Onagraceae","sc"
"1083","Circaea mollis","Onagraceae","sc"
"1084","Circaea repens","Onagraceae","sc"
"1085","Cirrhaea dependens","Orchidaceae","sc"
"1087","Cirrhaea fuscolutea","Orchidaceae","sc"
"1088","Cirrhaea longiracemosa","Orchidaceae","sc"
"1089","Cirrhaea nasuta","Orchidaceae","sc"
"1090","Cirrhaea seidelii","Orchidaceae","sc"
"1091","Cirsium acaule","Asteraceae","sc"
"1095","Cirsium arvense","Asteraceae","si"
"1096","Cirsium brevistylum","Asteraceae","sc"
"1097","Cirsium dissectum","Asteraceae","si"
"1098","Cirsium erisithales","Asteraceae","sc"
"1099","Cirsium oleraceum","Asteraceae","sc"
"1100","Cirsium palustre","Asteraceae","sc"
"1101","Cirsium pitcheri","Asteraceae","si"
"1102","Cirsium purpuratum","Asteraceae","sc"
"1103","Cirsium quercetorum","Asteraceae","sc"
"1104","Cirsium spinosissimum","Asteraceae","si"
"1106","Cissus alata","Vitaceae","na"
"1107","Cissus erosa","Vitaceae","na"
"1108","Cistus salviifolius","Cistaceae","si"
"1109","Clarkia affinis","Onagraceae","sc"
"1110","Clarkia bottae","Onagraceae","sc"
"1111","Clarkia concinna","Onagraceae","sc"
"1112","Clarkia delicata","Onagraceae","sc"
"1113","Clarkia dudleyana","Onagraceae","sc"
"1114","Clarkia epilobioides","Onagraceae","sc"
"1115","Clarkia exilis","Onagraceae","na"
"1116","Clarkia franciscana","Onagraceae","sc"
"1117","Clarkia gracilis","Onagraceae","sc"
"1118","Clarkia heterandra","Onagraceae","sc"
"1119","Clarkia imbricata","Onagraceae","sc"
"1120","Clarkia lewisii","Onagraceae","sc"
"1121","Clarkia lingulata","Onagraceae","sc"
"1122","Clarkia mildrediae","Onagraceae","sc"
"1123","Clarkia modesta","Onagraceae","sc"
"1124","Clarkia pulchella","Onagraceae","sc"
"1125","Clarkia rhomboidea","Onagraceae","sc"
"1126","Clarkia rostrata","Onagraceae","sc"
"1127","Clarkia similis","Onagraceae","sc"
"1128","Clarkia unguiculata","Onagraceae","sc"
